번호,제목,요약,원본링크,네이버뉴스링크,게시일
518,"<b>서면맛집</b> '구워삶기', 단일메뉴 매콤불고기 관광객들 입맛 사로잡아","<b>부산</b>의 중심이라 할 수 있는 <b>서면</b>은 각종 먹거리와 <b>맛집</b> 및 볼거리가 즐비해 있어 외국인 및 가족단위 여행객들이 많이 들리는 핫 플레이스로 꼽히고 있다. 특히, <b>부산</b>의 젊음을 만끽할 수 있는 <b>서면</b> 중심가에서 줄서서... ",https://www.nbntv.kr/news/articleView.html?idxno=93222,https://www.nbntv.kr/news/articleView.html?idxno=93222,2019-04-26 14:20:00
519,<b>부산</b>서 영토 넓히는 공유사무실 기업 위워크,위워크 <b>부산 서면</b>점 4층. 코스웬콘텐츠 직원들이 <b>부산</b>관광 마스코트 사업 구상에 한창이었다.... 코스웬콘텐츠는 ‘<b>부산</b> 아제(아주 재미있는 이야기)’ 등 <b>부산</b> 특화 콘텐츠를 제작해 <b>맛집</b>과 패션 정보를 제공하고 행사... ,https://www.hankyung.com/article/2019042549161,https://n.news.naver.com/mnews/article/015/0004131598?sid=102,2019-04-25 18:16:00
520,"[CEO] 삼정건설, 공간 크리에이터로 변신할 것",데다 <b>부산 서면</b>에 대형 쇼핑몰을 열어 건설업과 유통업을 결합해 신성장동력을 본격적으로 갖추게 되기... 이 대표는 &quot;<b>맛집</b>이나 일반 소매업에 크게 관심을 두지 않았는데 쇼핑몰을 구성해야 하니 <b>부산</b>·서울의 <b>맛집</b>과... ,http://news.mk.co.kr/newsRead.php?year=2019&no=247425,https://n.news.naver.com/mnews/article/009/0004342669?sid=101,2019-04-21 17:24:00
521,예쁜 일식·대중적 이탈리아 요리 동시에…#분위기 <b>맛집</b> #먹스타그램 갬...,<b>부산 서면</b> ‘신세카이 키친’ - 도쿄로 유학가 일식 배운 대표- 이탈리아 요리에 일식 접목- “메뉴·인테리어 부지런히 바꿔- 오래가는 퓨전 레스토랑 목표”- 맛있게 먹을 수 있는 크기로 썬- 살치살 ‘와규 레어... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20190418.22019006914,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1600&key=20190418.22019006914,2019-04-18 00:10:00
522,"[안병익의 식신 <b>맛집</b>] 새콤 상큼한 하노이의 맛, '베트남 음식 <b>맛집</b> BEST...","전국 베트남 음식 <b>맛집</b>으로는 <b>부산서면</b> 분짜라임, 부천 화호이하롱관, 부평 베트남포다쌀국수, 전주 밧짱, 김포 포이우, 진주 웨헝, <b>부산</b>사상 투히엔, 대전 가남지, <b>부산</b>남천동 사이공본점, 대구 신짜오 등이 유명하다.... ",http://www.enewstoday.co.kr/news/articleView.html?idxno=1292393,http://www.enewstoday.co.kr/news/articleView.html?idxno=1292393,2019-04-17 10:54:00
523,'<b>맛집</b>' 너무 많아 343만 <b>부산</b> 사람들이 오픈 전부터 기대하고 있는 <b>서면</b>...,"<b>부산 서면</b> 한복판에는 지하 6층, 지상 16층짜리 초대형 쇼핑몰, '<b>서면</b> 피에스타 복합 쇼핑몰'이 있다.<b>부산</b>... 5층에는 영남식육식당, 탄탄면공방 등 <b>부산</b>에서 가장 맛있다는 '<b>맛집</b>'이 들어설 예정이다. 특히 남천동 한우... ",https://www.insight.co.kr/news/222432,https://www.insight.co.kr/news/222432,2019-04-14 16:44:00
524,1박2일 #기차여행,225 문의051-462-1575 2) 송정3대국밥 1946년부터 전통을 이어온 <b>맛집</b>. 돼지국밥에 다대기를 얼큰하게 풀고 수육과 순대를 곁들이면 든든한 식사를 할 수 있다. 주소<b>부산</b>광역시 <b>부산</b>진구 <b>서면</b>로68번길 29 문의 051-806-7181,http://www.marieclairekorea.com/2019/04/lifestyle/1%eb%b0%952%ec%9d%bc-%ea%b8%b0%ec%b0%a8%ec%97%ac%ed%96%89/?_N_=01,http://www.marieclairekorea.com/2019/04/lifestyle/1%eb%b0%952%ec%9d%bc-%ea%b8%b0%ec%b0%a8%ec%97%ac%ed%96%89/?_N_=01,2019-04-12 15:28:00
525,불황에 ‘투잡’ 뛰는 주택건설사들…호텔·상가 운영까지,특히 유림E&amp;C는 <b>부산</b>이나 전국적인 <b>맛집</b> 등 유명업체가 입점을 원하면 임대료를 할인해 주는 등의 혜택을... ‘삼정 그린코아’ 아파트로 유명한 삼정은 다음 달 말 <b>부산</b> <b>부산</b>진구 <b>서면</b>에 ‘피에스타’를 오픈할... ,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190409.22014003534,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190409.22014003534,2019-04-09 00:10:00
526,<b>서면맛집</b> 아까돔보 / 엄기준 오너셰프 일식조리 '명인' 등극,"<b>부산</b>시조리명인선정위원회는 지난 달 25일 19시, 에버2000 뷔페에서 <b>부산 서면</b> 아까돔보 엄기준(51세) 대표에게 분야 최고 셰프에게 주는 '조리 명인 증서'를 수여했다. <b>부산</b>조리명인 선정위가 매 2년마다 우수 조리인 발굴... ",http://www.cooknchefnews.com/news/newsview.php?ncode=1065566373637524,http://www.cooknchefnews.com/news/newsview.php?ncode=1065566373637524,2019-04-05 07:50:00
527,"색다른 놀이문화를 제시하다, 방탈출카페 '이스케이프탑'","아직까지도 <b>맛집</b>, 카페, 노래방, PC방, 멀티방, 영화관 외에는 마땅히 친구끼리, 커플끼리 만나서 놀 만한 공간이 없는 것도 사실이다. 그래서 최근 <b>부산 서면</b>을 비롯해 울산 삼산동, 창원 상남동,수원 인계동, 대구 동성로 등... ",http://www.seoulwire.com/news/articleView.html?idxno=103485,http://www.seoulwire.com/news/articleView.html?idxno=103485,2019-04-04 17:26:00
528,"<b>부산 서면 맛집</b> 라짜이마라훠궈, 벚꽃 여행객 위해 세트메뉴 출시","서울 중심 역세권 유동인구와 비슷한 규모를 자랑하는 만큼 <b>맛집</b>, 시장, 백화점, 유흥업소 등이 밀집한 상업중심지역으로 인기가 높다. 흔히 <b>부산</b> 부전동과 전포동 일대를 <b>서면</b> 시내라고 칭한다. 이 지역에는 현지인은 물론... ",http://www.greened.kr/news/articleView.html?idxno=100132,http://www.greened.kr/news/articleView.html?idxno=100132,2019-04-01 18:28:00
529,“전포카페거리만 있는 게 아니다” <b>서면</b> 오면 ‘떡볶이’도 찾아주세...,"떡슐랭가이드를 위해 <b>부산</b>진구청은 각종 SNS 해시태그, 리뷰 등 자료를 수집하고 현장을 방문해 <b>서면</b> 로컬 떡볶이 <b>맛집</b> 발굴한다. 현장 검증을 통해 인증을 받은 떡볶이 매장들은 포장마차 떡볶이, 퓨전 떡볶이, 오리지널... ",http://www.busan.com/view/busan/view.php?code=2019032819355963005,https://n.news.naver.com/mnews/article/082/0000890617?sid=102,2019-03-28 19:41:00
530,"앱 '입소문'이 추천하는 SNS핫이슈, <b>부산</b>뷰티분야 <b>서면</b>에스테틱 '엠제이...","전문샵으로 <b>부산서면</b>피부관리·<b>서면</b>에스테틱으로 이전부터 유명세를 얻고 있었으며 최근 들어 SNS를 통해... 한편, SNS마케팅 전문앱 입소문은 매월 카페, <b>맛집</b>, 뷰티, 생활·문화, IT·어플 분야를 대상으로 SNS 및... ",http://www.gokorea.kr/news/articleView.html?idxno=126569,http://www.gokorea.kr/news/articleView.html?idxno=126569,2019-03-21 09:02:00
531,"입안 얼얼 주의! <b>서면 맛집</b> 라짜이마라훠궈, '해치상 SNS 이벤트' 진행","<b>부산 서면 맛집</b> 라짜이마라훠궈가 자랑하는 대표메뉴인 라짜이마라훠궈전골은 사천식 양고기 마라훠궈로 각종 채소들과 양고기, 양갈비가 들어가는데 중독성 있는 깊고 진한 맛의 육수에 누구나 한번 먹어보면 또 다시... ",http://www.businesskorea.co.kr/news/articleView.html?idxno=30113,http://www.businesskorea.co.kr/news/articleView.html?idxno=30113,2019-03-19 14:18:00
532,'2TV 생생정보 1만2900원 돼지고기 무제한·3000원 콩나물 비빔밥 '초저...,3000원 콩나물 비빔밥 맛집은 <b>부산 서면 맛집</b>으로 알려져 있다. 저렴한 가격에도 반찬으로 나오는 떡볶이 계란말이 등이 특별한 맛을 자랑한다. 3000원 콩나물 비빔밥은 양념장을 넣고 비비면 고기도 고명으로 들어가... ,http://www.joynews24.com/view/1164269,http://www.joynews24.com/view/1164269,2019-03-15 18:18:00
533,온라인도 ‘씹어 먹는’ <b>부산</b> <b>맛집</b>,<b>부산</b>진구 사미헌 ‘마켓컬리’ 입점 하루 40~50건 후기 호응 높아 삼진어묵 지난해 매출 161% 성장 가정간편식 시장 폭발적 성장 덕 지역 <b>맛집</b>·온라인 몰 협업 활발 <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로에서 20년째 영업 중인 고깃집... ,http://news20.busan.com/controller/newsController.jsp?newsId=20190314000165,https://n.news.naver.com/mnews/article/082/0000886684?sid=101,2019-03-15 10:02:00
534,[Invest]대기업 역할 끝난 외식문화 시류…갈림길에 선 CJ푸드빌,계절밥상의 경우 올 들어 남산서울타워점과 <b>부산서면</b>롯데점도 추가로 폐점했다. <b>부산</b>에서는 모든 매장을 철수한 셈이다. 시장에서는 외식업계 불황의 가장 큰 원인으로 소비 트렌드 변화를 꼽는다. 골목길 <b>맛집</b>을... ,http://www.investchosun.com/?p=3235653,http://www.investchosun.com/?p=3235653,2019-03-15 07:10:00
535,온라인도 ‘씹어 먹는’ <b>부산</b> <b>맛집</b>,<b>부산</b>진구 사미헌 ‘마켓컬리’ 입점 하루 40~50건 후기 호응 높아 삼진어묵 지난해 매출 161% 성장 가정간편식 시장 폭발적 성장 덕 지역 <b>맛집</b>·온라인 몰 협업 활발 <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로에서 20년째 영업 중인 고깃집... ,http://www.busan.com/view/busan/view.php?code=2019031419372328921,https://n.news.naver.com/mnews/article/082/0000886610?sid=101,2019-03-14 19:42:00
536,"<b>부산</b> 대표 레스토랑 스콜, <b>서면</b>브런치 새 메뉴 내놔",<b>부산</b> 도심의 대표적인 <b>서면</b>브런치 <b>맛집</b>인 <b>부산</b> 스콜이 봄을 맞이해 브런치 새 메뉴를 개발했다. 스콜은 브런치 성지로 떠오른 시드니에 영감을 얻어 호주식 브런치를 개발해 세계의 아침 브런치 3종을 선보인다. 새롭게... ,http://news20.busan.com/controller/newsController.jsp?newsId=20190308000002,https://n.news.naver.com/mnews/article/082/0000884778?sid=101,2019-03-08 10:37:00
537,<b>부산</b>한정식<b>맛집</b> 구월애 코스요리로 인기,"정갈하고 품격있는 한정식 코스요리는 가격대비 퀄리티 높은 음식으로 <b>부산서면맛집</b> 중에서도 베스트로 꼽힌다. 그중 제일 많이 나가는 서면한식 구월애정식은 호박죽, 야채샐러드, 오리훈제, 탕평채, 잡채, 버섯들깨탕... ",http://www.nbntv.co.kr/news/articleView.html?idxno=233669,http://www.nbntv.co.kr/news/articleView.html?idxno=233669,2019-02-27 09:20:00
538,"<b>부산 서면</b> '라짜이마라훠궈', 쓰촨식 마라훠궈 <b>맛집</b>으로 인기",<b>부산 서면</b>에도 '쓰촨식 양고기 마라훠궈'를 맛볼 수 있는 전문점이 생겼다. 사진=라짜이마라훠궈정직한... 브랜드인 <b>서면 맛집</b> '라짜이마라훠궈'는 기본적으로 음식맛이 뛰어나다는 평가를 받고 있다”고 말했다. 그는 이어... ,http://www.segyefn.com/newsView/20190225003937?OutUrl=naver,http://www.segyefn.com/newsView/20190225003937?OutUrl=naver,2019-02-25 17:04:00
539,오래된 맛,"<b>부산</b> <b>맛집</b> 마라톤집 역시 홍신애 선생의 단골집이다. <b>부산 서면</b>에 위치한 이곳은 식당이라기보다는 주점에 가깝다는 것이 그의 설명이다. 술 마신 뒤 먹을 수 있는 밥류, 컵라면 등 여러 가지 식사메뉴도 있다. 70년이... ",http://woman.chosun.com/client/news/viw.asp?cate=C02&mcate=M1004&nNewsNumb=20190261117,http://woman.chosun.com/client/news/viw.asp?cate=C02&mcate=M1004&nNewsNumb=20190261117,2019-02-24 13:02:00
540,"문베어,강렬하지만 부드러운 홉 '백두산 IPA' 출시",문베어는 백두산 제품 출시를 기념하여 오는 22일과 23일 양일간 <b>부산 서면</b>에 위치한 업장 ‘스콜’에서... 및 편의점에서는 올 상반기부터 만나볼 수 있다. [news1] ‘푸드·요리·<b>맛집</b>·다이어트’ 뉴스 제보 - food@news1.kr,http://news1.kr/articles/?3552447,https://n.news.naver.com/mnews/article/421/0003842116?sid=103,2019-02-20 12:05:00
541,음식의 ‘이산 상봉’…북한식 돼지국밥 맛은 딱 <b>부산</b>식,보면 <b>부산</b> 사람들은 한 마디씩 한다. “맛있는 집은 따로 있는데…”. 그 정도로 자신만의 돼지국밥 <b>맛집</b>이... <b>부산 서면</b>에 있는 포항돼지국밥집에서 재료를 준비하고 직접 탕을 끓여냈다. 먼저 뼈 붙은 돼지고기를 통째로... ,http://news.joins.com/article/olink/22967540,https://n.news.naver.com/mnews/article/353/0000033335?sid=103,2019-02-16 00:03:00
542,'2TV 저녁 생생정보' 57년전통 가마솥 한우 육개장… '숙주나물이 포인...,"또한 숙주나물을 넣어 상쾌한 씹는맛을 더해 일반 육개장과의 차별성을 더했다. 해당 <b>맛집</b>의 상호는 '태화육개장'으로, 위치는 <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로 18이다. /디지털뉴스부",http://www.kyeongin.com/main/view.php?key=20190214001914358,http://www.kyeongin.com/main/view.php?key=20190214001914358,2019-02-14 19:20:00
543,'2TV 생생정보' 푸딩 순두부·가마솥 한우 육개장 <b>맛집</b> 소개…'어디?',이어 <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로 18에 있는 '태화육개장'이 소개됐다. 이 가게 육개장 맛을 본 손님들은 &quot;얼큰하고 먹고 나면 개운하다&quot; &quot;고기와 숙주가 많이 들어가 있다&quot; &quot;개운하고 깔끔한 맛&quot; 등이라며 감탄하는 모습을... ,http://sports.hankooki.com/lpage/entv/201902/sp20190214190340136660.htm,http://sports.hankooki.com/lpage/entv/201902/sp20190214190340136660.htm,2019-02-14 19:06:00
544,"'생생정보' 푸딩 순두부&amp;전통 가마솥 한우 육개장, 전설의 맛 비결 공개...",14일 방송된 KBS2 교양프로그램 '2TV 생생정보'의 '전설의 맛' 코너에서는 경기 남양주시에 위치한 30년 전통의 푸딩 순두부 <b>맛집</b>과 <b>부산 서면</b>에 위치한 57년 전통 가마솥 한우 육개장 <b>맛집</b>이 소개됐다. 푸딩 순두부 <b>맛집</b>은... ,http://stoo.com/article.php?aid=52807656699,http://stoo.com/article.php?aid=52807656699,2019-02-14 19:01:00
545,"'2TV 생생정보' 오늘방송<b>맛집</b>, 57년 전통 가마솥 한우육개장…<b>부산 서면</b>...",가마솥 한우 육개장' <b>맛집</b>이 소개됐다. <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로(부전동)에 위치한 '태화육개장'이 이날 '57년 전통 가마솥 한우 육개장' <b>맛집</b>으로 알려진 곳이다. 가마솥에 한 가득 푹 끓여내는 뜨끈하고 얼큰한 옛날식... ,http://www.busan.com/view/busan/view.php?code=2019021418374025522,https://n.news.naver.com/mnews/article/082/0000878909,2019-02-14 18:57:00
546,'2TV 저녁 생생정보-전설의 맛' <b>부산</b> 진구 <b>맛집</b>…57년 전통 '가마솥 한우...,"(생생정보통 맛집오늘) <b>부산 서면 맛집</b>으로 '57년 전통 가마솥 한우 육개장'이 유명하다. 얼큰하지 않고 담백한 육개장으로 소문났다. 육개장 8000원, 수육(대) 3만원 등이 있다. 매월 1, 3주 일요일 휴무다.... ",http://www.topstarnews.net/news/articleView.html?idxno=586475,http://www.topstarnews.net/news/articleView.html?idxno=586475,2019-02-14 18:54:00
547,[픽업TV] '2TV 생생정보' 나무 식기 쓰는 법·남양주 푸딩 순두부·<b>부산</b>...,"'전설의 맛'에서는 30년 전통 푸딩 순두부('기와집순두부' 경기 남양주시 조안면 북한강로 133), 가마솥 한우 육개장('태화육개장' <b>부산</b> <b>부산</b>진구 <b>서면</b>문화로 18)이 소개된다. '그들이 반한 최강 <b>맛집</b>'에서는 왕대창구이... ",http://www.theceluv.com/article.php?aid=1550136606237615018,http://www.theceluv.com/article.php?aid=1550136606237615018,2019-02-14 18:31:00
548,"'생생정보' 전설의맛 푸딩순두부 가마솥한우육개장, 최강<b>맛집</b> 왕대창구...","-위치: 경기 남양주시 조안면 북한강로 133 ■ 태화육개장 <b>부산 서면 맛집</b>으로 '57년 전통 가마솥 한우 육개장'으로 소개된다. 얼큰하지 않고 담백한 육개장으로 소문났다. 육개장 8000원, 수육(대) 3만원 등이 있다.... ",http://www.g-enews.com/ko-kr/news/article/news_all/201902141643479610c4c55f9b3d_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201902141643479610c4c55f9b3d_1/article.html,2019-02-14 18:31:00
